Before CTE Training: train eu loss: 1.057024359703064, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.66552734375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_loss   : 0.27685, dyn_sta_loss   : 3.65018, tot_dyn_loss   : 0.31058, sta_sta_loss   : 0.57483, 
train loss: 1.1678, train acc: 0.7200
epoch   1 summary: dyn_dyn_loss   : 0.22456, dyn_sta_loss   : 3.40976, tot_dyn_loss   : 0.25642, sta_sta_loss   : 0.57483, 
epoch   2 summary: dyn_dyn_loss   : 0.12828, dyn_sta_loss   : 3.67888, tot_dyn_loss   : 0.16379, sta_sta_loss   : 0.57483, 
epoch   3 summary: dyn_dyn_loss   : 0.08775, dyn_sta_loss   : 3.61313, tot_dyn_loss   : 0.12301, sta_sta_loss   : 0.57483, 
epoch   4 summary: dyn_dyn_loss   : 0.07307, dyn_sta_loss   : 3.62012, tot_dyn_loss   : 0.10854, sta_sta_loss   : 0.57483, 
epoch   5 summary: dyn_dyn_loss   : 0.06868, dyn_sta_loss   : 3.60323, tot_dyn_loss   : 0.10403, sta_sta_loss   : 0.57483, 
epoch   6 summary: dyn_dyn_loss   : 0.06500, dyn_sta_loss   : 3.60980, tot_dyn_loss   : 0.10045, sta_sta_loss   : 0.57483, 
epoch   7 summary: dyn_dyn_loss   : 0.06372, dyn_sta_loss   : 3.60577, tot_dyn_loss   : 0.09914, sta_sta_loss   : 0.57483, 
epoch   8 summary: dyn_dyn_loss   : 0.06246, dyn_sta_loss   : 3.60802, tot_dyn_loss   : 0.09792, sta_sta_loss   : 0.57483, 
epoch   9 summary: dyn_dyn_loss   : 0.06216, dyn_sta_loss   : 3.60625, tot_dyn_loss   : 0.09760, sta_sta_loss   : 0.57483, 
epoch  10 summary: dyn_dyn_loss   : 0.06119, dyn_sta_loss   : 3.60661, tot_dyn_loss   : 0.09664, sta_sta_loss   : 0.57483, 
train loss: 3.4126, train acc: 0.3843
epoch  11 summary: dyn_dyn_loss   : 0.06076, dyn_sta_loss   : 3.60367, tot_dyn_loss   : 0.09619, sta_sta_loss   : 0.57483, 
epoch  12 summary: dyn_dyn_loss   : 0.06028, dyn_sta_loss   : 3.60700, tot_dyn_loss   : 0.09575, sta_sta_loss   : 0.57483, 
epoch  13 summary: dyn_dyn_loss   : 0.05973, dyn_sta_loss   : 3.60313, tot_dyn_loss   : 0.09517, sta_sta_loss   : 0.57483, 
epoch  14 summary: dyn_dyn_loss   : 0.05964, dyn_sta_loss   : 3.60696, tot_dyn_loss   : 0.09511, sta_sta_loss   : 0.57483, 
epoch  15 summary: dyn_dyn_loss   : 0.05916, dyn_sta_loss   : 3.60247, tot_dyn_loss   : 0.09459, sta_sta_loss   : 0.57483, 
epoch  16 summary: dyn_dyn_loss   : 0.05913, dyn_sta_loss   : 3.60694, tot_dyn_loss   : 0.09461, sta_sta_loss   : 0.57483, 
epoch  17 summary: dyn_dyn_loss   : 0.05874, dyn_sta_loss   : 3.60485, tot_dyn_loss   : 0.09420, sta_sta_loss   : 0.57483, 
epoch  18 summary: dyn_dyn_loss   : 0.05871, dyn_sta_loss   : 3.60750, tot_dyn_loss   : 0.09420, sta_sta_loss   : 0.57483, 
epoch  19 summary: dyn_dyn_loss   : 0.05852, dyn_sta_loss   : 3.60491, tot_dyn_loss   : 0.09399, sta_sta_loss   : 0.57483, 
epoch  20 summary: dyn_dyn_loss   : 0.05848, dyn_sta_loss   : 3.60890, tot_dyn_loss   : 0.09399, sta_sta_loss   : 0.57483, 
train loss: 3.4041, train acc: 0.3857
epoch  21 summary: dyn_dyn_loss   : 0.05816, dyn_sta_loss   : 3.60745, tot_dyn_loss   : 0.09366, sta_sta_loss   : 0.57483, 
epoch  22 summary: dyn_dyn_loss   : 0.05827, dyn_sta_loss   : 3.60972, tot_dyn_loss   : 0.09379, sta_sta_loss   : 0.57483, 
epoch  23 summary: dyn_dyn_loss   : 0.05806, dyn_sta_loss   : 3.60712, tot_dyn_loss   : 0.09355, sta_sta_loss   : 0.57483, 
epoch  24 summary: dyn_dyn_loss   : 0.05818, dyn_sta_loss   : 3.61006, tot_dyn_loss   : 0.09370, sta_sta_loss   : 0.57483, 
epoch  25 summary: dyn_dyn_loss   : 0.05794, dyn_sta_loss   : 3.60907, tot_dyn_loss   : 0.09345, sta_sta_loss   : 0.57483, 
epoch  26 summary: dyn_dyn_loss   : 0.05804, dyn_sta_loss   : 3.61136, tot_dyn_loss   : 0.09358, sta_sta_loss   : 0.57483, 
epoch  27 summary: dyn_dyn_loss   : 0.05768, dyn_sta_loss   : 3.61076, tot_dyn_loss   : 0.09321, sta_sta_loss   : 0.57483, 
epoch  28 summary: dyn_dyn_loss   : 0.05791, dyn_sta_loss   : 3.61108, tot_dyn_loss   : 0.09344, sta_sta_loss   : 0.57483, 
epoch  29 summary: dyn_dyn_loss   : 0.05755, dyn_sta_loss   : 3.61083, tot_dyn_loss   : 0.09309, sta_sta_loss   : 0.57483, 
epoch  30 summary: dyn_dyn_loss   : 0.05780, dyn_sta_loss   : 3.61062, tot_dyn_loss   : 0.09333, sta_sta_loss   : 0.57483, 
train loss: 3.4110, train acc: 0.3838
epoch  31 summary: dyn_dyn_loss   : 0.05749, dyn_sta_loss   : 3.60923, tot_dyn_loss   : 0.09301, sta_sta_loss   : 0.57483, 
epoch  32 summary: dyn_dyn_loss   : 0.05783, dyn_sta_loss   : 3.60986, tot_dyn_loss   : 0.09335, sta_sta_loss   : 0.57483, 
epoch  33 summary: dyn_dyn_loss   : 0.05741, dyn_sta_loss   : 3.60846, tot_dyn_loss   : 0.09292, sta_sta_loss   : 0.57483, 
epoch  34 summary: dyn_dyn_loss   : 0.05780, dyn_sta_loss   : 3.60931, tot_dyn_loss   : 0.09331, sta_sta_loss   : 0.57483, 
epoch  35 summary: dyn_dyn_loss   : 0.05734, dyn_sta_loss   : 3.60797, tot_dyn_loss   : 0.09284, sta_sta_loss   : 0.57483, 
epoch  36 summary: dyn_dyn_loss   : 0.05770, dyn_sta_loss   : 3.60869, tot_dyn_loss   : 0.09321, sta_sta_loss   : 0.57483, 
epoch  37 summary: dyn_dyn_loss   : 0.05729, dyn_sta_loss   : 3.60802, tot_dyn_loss   : 0.09279, sta_sta_loss   : 0.57483, 
epoch  38 summary: dyn_dyn_loss   : 0.05765, dyn_sta_loss   : 3.60845, tot_dyn_loss   : 0.09316, sta_sta_loss   : 0.57483, 
epoch  39 summary: dyn_dyn_loss   : 0.05724, dyn_sta_loss   : 3.60768, tot_dyn_loss   : 0.09275, sta_sta_loss   : 0.57483, 
epoch  40 summary: dyn_dyn_loss   : 0.05762, dyn_sta_loss   : 3.60804, tot_dyn_loss   : 0.09312, sta_sta_loss   : 0.57483, 
train loss: 3.3957, train acc: 0.3823
epoch  41 summary: dyn_dyn_loss   : 0.05722, dyn_sta_loss   : 3.60714, tot_dyn_loss   : 0.09272, sta_sta_loss   : 0.57483, 
epoch  42 summary: dyn_dyn_loss   : 0.05758, dyn_sta_loss   : 3.60804, tot_dyn_loss   : 0.09308, sta_sta_loss   : 0.57483, 
epoch  43 summary: dyn_dyn_loss   : 0.05719, dyn_sta_loss   : 3.60773, tot_dyn_loss   : 0.09270, sta_sta_loss   : 0.57483, 
epoch  44 summary: dyn_dyn_loss   : 0.05758, dyn_sta_loss   : 3.60987, tot_dyn_loss   : 0.09310, sta_sta_loss   : 0.57483, 
epoch  45 summary: dyn_dyn_loss   : 0.05717, dyn_sta_loss   : 3.60762, tot_dyn_loss   : 0.09267, sta_sta_loss   : 0.57483, 
epoch  46 summary: dyn_dyn_loss   : 0.05748, dyn_sta_loss   : 3.60997, tot_dyn_loss   : 0.09300, sta_sta_loss   : 0.57483, 
epoch  47 summary: dyn_dyn_loss   : 0.05711, dyn_sta_loss   : 3.60807, tot_dyn_loss   : 0.09262, sta_sta_loss   : 0.57483, 
epoch  48 summary: dyn_dyn_loss   : 0.05748, dyn_sta_loss   : 3.60928, tot_dyn_loss   : 0.09300, sta_sta_loss   : 0.57483, 
epoch  49 summary: dyn_dyn_loss   : 0.05710, dyn_sta_loss   : 3.60661, tot_dyn_loss   : 0.09259, sta_sta_loss   : 0.57483, 
epoch  50 summary: dyn_dyn_loss   : 0.05746, dyn_sta_loss   : 3.60855, tot_dyn_loss   : 0.09297, sta_sta_loss   : 0.57483, 
train loss: 3.3834, train acc: 0.3862
epoch  51 summary: dyn_dyn_loss   : 0.05707, dyn_sta_loss   : 3.60692, tot_dyn_loss   : 0.09257, sta_sta_loss   : 0.57483, 
epoch  52 summary: dyn_dyn_loss   : 0.05743, dyn_sta_loss   : 3.60931, tot_dyn_loss   : 0.09295, sta_sta_loss   : 0.57483, 
epoch  53 summary: dyn_dyn_loss   : 0.05709, dyn_sta_loss   : 3.60831, tot_dyn_loss   : 0.09260, sta_sta_loss   : 0.57483, 
epoch  54 summary: dyn_dyn_loss   : 0.05739, dyn_sta_loss   : 3.60943, tot_dyn_loss   : 0.09291, sta_sta_loss   : 0.57483, 
epoch  55 summary: dyn_dyn_loss   : 0.05707, dyn_sta_loss   : 3.60745, tot_dyn_loss   : 0.09257, sta_sta_loss   : 0.57483, 
epoch  56 summary: dyn_dyn_loss   : 0.05750, dyn_sta_loss   : 3.60917, tot_dyn_loss   : 0.09301, sta_sta_loss   : 0.57483, 
epoch  57 summary: dyn_dyn_loss   : 0.05712, dyn_sta_loss   : 3.60756, tot_dyn_loss   : 0.09263, sta_sta_loss   : 0.57483, 
epoch  58 summary: dyn_dyn_loss   : 0.05745, dyn_sta_loss   : 3.60931, tot_dyn_loss   : 0.09297, sta_sta_loss   : 0.57483, 
epoch  59 summary: dyn_dyn_loss   : 0.05710, dyn_sta_loss   : 3.60758, tot_dyn_loss   : 0.09261, sta_sta_loss   : 0.57483, 
epoch  60 summary: dyn_dyn_loss   : 0.05743, dyn_sta_loss   : 3.60940, tot_dyn_loss   : 0.09295, sta_sta_loss   : 0.57483, 
train loss: 3.3826, train acc: 0.3848
epoch  61 summary: dyn_dyn_loss   : 0.05710, dyn_sta_loss   : 3.60745, tot_dyn_loss   : 0.09260, sta_sta_loss   : 0.57483, 
epoch  62 summary: dyn_dyn_loss   : 0.05748, dyn_sta_loss   : 3.60884, tot_dyn_loss   : 0.09299, sta_sta_loss   : 0.57483, 
epoch  63 summary: dyn_dyn_loss   : 0.05713, dyn_sta_loss   : 3.60792, tot_dyn_loss   : 0.09264, sta_sta_loss   : 0.57483, 
epoch  64 summary: dyn_dyn_loss   : 0.05740, dyn_sta_loss   : 3.60929, tot_dyn_loss   : 0.09292, sta_sta_loss   : 0.57483, 
epoch  65 summary: dyn_dyn_loss   : 0.05707, dyn_sta_loss   : 3.60785, tot_dyn_loss   : 0.09258, sta_sta_loss   : 0.57483, 
