Before CTE Training: train eu loss: 1.0375890731811523, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.6748046875, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_loss   : 0.07881, dyn_sta_loss   : 4.14500, tot_dyn_loss   : 0.11947, sta_sta_loss   : 0.12050, 
train loss: 2.6160, train acc: 0.4453
epoch   1 summary: dyn_dyn_loss   : 0.07453, dyn_sta_loss   : 3.93559, tot_dyn_loss   : 0.11314, sta_sta_loss   : 0.12050, 
epoch   2 summary: dyn_dyn_loss   : 0.06506, dyn_sta_loss   : 3.79855, tot_dyn_loss   : 0.10239, sta_sta_loss   : 0.12050, 
epoch   3 summary: dyn_dyn_loss   : 0.05407, dyn_sta_loss   : 3.71792, tot_dyn_loss   : 0.09071, sta_sta_loss   : 0.12050, 
epoch   4 summary: dyn_dyn_loss   : 0.04407, dyn_sta_loss   : 3.67134, tot_dyn_loss   : 0.08034, sta_sta_loss   : 0.12050, 
epoch   5 summary: dyn_dyn_loss   : 0.03627, dyn_sta_loss   : 3.64370, tot_dyn_loss   : 0.07235, sta_sta_loss   : 0.12050, 
epoch   6 summary: dyn_dyn_loss   : 0.03082, dyn_sta_loss   : 3.62466, tot_dyn_loss   : 0.06676, sta_sta_loss   : 0.12050, 
epoch   7 summary: dyn_dyn_loss   : 0.02676, dyn_sta_loss   : 3.60807, tot_dyn_loss   : 0.06257, sta_sta_loss   : 0.12050, 
epoch   8 summary: dyn_dyn_loss   : 0.02363, dyn_sta_loss   : 3.59986, tot_dyn_loss   : 0.05939, sta_sta_loss   : 0.12050, 
epoch   9 summary: dyn_dyn_loss   : 0.02162, dyn_sta_loss   : 3.58816, tot_dyn_loss   : 0.05728, sta_sta_loss   : 0.12050, 
epoch  10 summary: dyn_dyn_loss   : 0.02030, dyn_sta_loss   : 3.57530, tot_dyn_loss   : 0.05585, sta_sta_loss   : 0.12050, 
train loss: 1.4747, train acc: 0.6982
epoch  11 summary: dyn_dyn_loss   : 0.01909, dyn_sta_loss   : 3.56848, tot_dyn_loss   : 0.05458, sta_sta_loss   : 0.12050, 
epoch  12 summary: dyn_dyn_loss   : 0.01812, dyn_sta_loss   : 3.56214, tot_dyn_loss   : 0.05356, sta_sta_loss   : 0.12050, 
epoch  13 summary: dyn_dyn_loss   : 0.01757, dyn_sta_loss   : 3.55403, tot_dyn_loss   : 0.05294, sta_sta_loss   : 0.12050, 
epoch  14 summary: dyn_dyn_loss   : 0.01709, dyn_sta_loss   : 3.54565, tot_dyn_loss   : 0.05238, sta_sta_loss   : 0.12050, 
epoch  15 summary: dyn_dyn_loss   : 0.01669, dyn_sta_loss   : 3.53734, tot_dyn_loss   : 0.05190, sta_sta_loss   : 0.12050, 
epoch  16 summary: dyn_dyn_loss   : 0.01626, dyn_sta_loss   : 3.53511, tot_dyn_loss   : 0.05145, sta_sta_loss   : 0.12050, 
epoch  17 summary: dyn_dyn_loss   : 0.01600, dyn_sta_loss   : 3.52783, tot_dyn_loss   : 0.05112, sta_sta_loss   : 0.12050, 
epoch  18 summary: dyn_dyn_loss   : 0.01577, dyn_sta_loss   : 3.52545, tot_dyn_loss   : 0.05086, sta_sta_loss   : 0.12050, 
epoch  19 summary: dyn_dyn_loss   : 0.01559, dyn_sta_loss   : 3.52487, tot_dyn_loss   : 0.05068, sta_sta_loss   : 0.12050, 
epoch  20 summary: dyn_dyn_loss   : 0.01543, dyn_sta_loss   : 3.51771, tot_dyn_loss   : 0.05046, sta_sta_loss   : 0.12050, 
train loss: 1.2961, train acc: 0.7324
epoch  21 summary: dyn_dyn_loss   : 0.01529, dyn_sta_loss   : 3.52098, tot_dyn_loss   : 0.05035, sta_sta_loss   : 0.12050, 
epoch  22 summary: dyn_dyn_loss   : 0.01512, dyn_sta_loss   : 3.51957, tot_dyn_loss   : 0.05016, sta_sta_loss   : 0.12050, 
epoch  23 summary: dyn_dyn_loss   : 0.01498, dyn_sta_loss   : 3.51378, tot_dyn_loss   : 0.04997, sta_sta_loss   : 0.12050, 
epoch  24 summary: dyn_dyn_loss   : 0.01487, dyn_sta_loss   : 3.51114, tot_dyn_loss   : 0.04984, sta_sta_loss   : 0.12050, 
epoch  25 summary: dyn_dyn_loss   : 0.01476, dyn_sta_loss   : 3.51140, tot_dyn_loss   : 0.04973, sta_sta_loss   : 0.12050, 
epoch  26 summary: dyn_dyn_loss   : 0.01469, dyn_sta_loss   : 3.50981, tot_dyn_loss   : 0.04964, sta_sta_loss   : 0.12050, 
epoch  27 summary: dyn_dyn_loss   : 0.01459, dyn_sta_loss   : 3.51182, tot_dyn_loss   : 0.04957, sta_sta_loss   : 0.12050, 
epoch  28 summary: dyn_dyn_loss   : 0.01455, dyn_sta_loss   : 3.50487, tot_dyn_loss   : 0.04945, sta_sta_loss   : 0.12050, 
epoch  29 summary: dyn_dyn_loss   : 0.01451, dyn_sta_loss   : 3.50709, tot_dyn_loss   : 0.04944, sta_sta_loss   : 0.12050, 
epoch  30 summary: dyn_dyn_loss   : 0.01449, dyn_sta_loss   : 3.50149, tot_dyn_loss   : 0.04936, sta_sta_loss   : 0.12050, 
train loss: 1.2413, train acc: 0.7520
epoch  31 summary: dyn_dyn_loss   : 0.01440, dyn_sta_loss   : 3.50419, tot_dyn_loss   : 0.04929, sta_sta_loss   : 0.12050, 
epoch  32 summary: dyn_dyn_loss   : 0.01433, dyn_sta_loss   : 3.50276, tot_dyn_loss   : 0.04921, sta_sta_loss   : 0.12050, 
epoch  33 summary: dyn_dyn_loss   : 0.01429, dyn_sta_loss   : 3.50418, tot_dyn_loss   : 0.04918, sta_sta_loss   : 0.12050, 
epoch  34 summary: dyn_dyn_loss   : 0.01423, dyn_sta_loss   : 3.50556, tot_dyn_loss   : 0.04915, sta_sta_loss   : 0.12050, 
epoch  35 summary: dyn_dyn_loss   : 0.01417, dyn_sta_loss   : 3.50577, tot_dyn_loss   : 0.04909, sta_sta_loss   : 0.12050, 
epoch  36 summary: dyn_dyn_loss   : 0.01413, dyn_sta_loss   : 3.50422, tot_dyn_loss   : 0.04903, sta_sta_loss   : 0.12050, 
epoch  37 summary: dyn_dyn_loss   : 0.01409, dyn_sta_loss   : 3.50197, tot_dyn_loss   : 0.04897, sta_sta_loss   : 0.12050, 
epoch  38 summary: dyn_dyn_loss   : 0.01406, dyn_sta_loss   : 3.49977, tot_dyn_loss   : 0.04891, sta_sta_loss   : 0.12050, 
epoch  39 summary: dyn_dyn_loss   : 0.01401, dyn_sta_loss   : 3.50111, tot_dyn_loss   : 0.04888, sta_sta_loss   : 0.12050, 
epoch  40 summary: dyn_dyn_loss   : 0.01397, dyn_sta_loss   : 3.50006, tot_dyn_loss   : 0.04883, sta_sta_loss   : 0.12050, 
train loss: 1.1909, train acc: 0.7598
epoch  41 summary: dyn_dyn_loss   : 0.01397, dyn_sta_loss   : 3.49905, tot_dyn_loss   : 0.04882, sta_sta_loss   : 0.12050, 
epoch  42 summary: dyn_dyn_loss   : 0.01393, dyn_sta_loss   : 3.49530, tot_dyn_loss   : 0.04874, sta_sta_loss   : 0.12050, 
epoch  43 summary: dyn_dyn_loss   : 0.01390, dyn_sta_loss   : 3.49685, tot_dyn_loss   : 0.04873, sta_sta_loss   : 0.12050, 
epoch  44 summary: dyn_dyn_loss   : 0.01386, dyn_sta_loss   : 3.50204, tot_dyn_loss   : 0.04874, sta_sta_loss   : 0.12050, 
epoch  45 summary: dyn_dyn_loss   : 0.01381, dyn_sta_loss   : 3.49741, tot_dyn_loss   : 0.04865, sta_sta_loss   : 0.12050, 
epoch  46 summary: dyn_dyn_loss   : 0.01381, dyn_sta_loss   : 3.49994, tot_dyn_loss   : 0.04868, sta_sta_loss   : 0.12050, 
epoch  47 summary: dyn_dyn_loss   : 0.01378, dyn_sta_loss   : 3.49889, tot_dyn_loss   : 0.04863, sta_sta_loss   : 0.12050, 
epoch  48 summary: dyn_dyn_loss   : 0.01375, dyn_sta_loss   : 3.49577, tot_dyn_loss   : 0.04857, sta_sta_loss   : 0.12050, 
epoch  49 summary: dyn_dyn_loss   : 0.01373, dyn_sta_loss   : 3.49715, tot_dyn_loss   : 0.04856, sta_sta_loss   : 0.12050, 
epoch  50 summary: dyn_dyn_loss   : 0.01373, dyn_sta_loss   : 3.49609, tot_dyn_loss   : 0.04855, sta_sta_loss   : 0.12050, 
train loss: 1.1813, train acc: 0.7646
epoch  51 summary: dyn_dyn_loss   : 0.01370, dyn_sta_loss   : 3.49635, tot_dyn_loss   : 0.04853, sta_sta_loss   : 0.12050, 
epoch  52 summary: dyn_dyn_loss   : 0.01367, dyn_sta_loss   : 3.49739, tot_dyn_loss   : 0.04850, sta_sta_loss   : 0.12050, 
epoch  53 summary: dyn_dyn_loss   : 0.01365, dyn_sta_loss   : 3.49456, tot_dyn_loss   : 0.04846, sta_sta_loss   : 0.12050, 
