Before CTE Training: train eu loss: 1.057024359703064, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.66552734375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_loss   : 0.08083, dyn_sta_loss   : 4.13384, tot_dyn_loss   : 1.70203, sta_sta_loss   : 0.12050, 
train loss: 2.0239, train acc: 0.6145
epoch   1 summary: dyn_dyn_loss   : 0.07860, dyn_sta_loss   : 3.85144, tot_dyn_loss   : 1.58774, sta_sta_loss   : 0.12050, 
epoch   2 summary: dyn_dyn_loss   : 0.07528, dyn_sta_loss   : 3.59793, tot_dyn_loss   : 1.48434, sta_sta_loss   : 0.12050, 
epoch   3 summary: dyn_dyn_loss   : 0.07395, dyn_sta_loss   : 3.37857, tot_dyn_loss   : 1.39580, sta_sta_loss   : 0.12050, 
epoch   4 summary: dyn_dyn_loss   : 0.07528, dyn_sta_loss   : 3.19673, tot_dyn_loss   : 1.32386, sta_sta_loss   : 0.12050, 
epoch   5 summary: dyn_dyn_loss   : 0.07929, dyn_sta_loss   : 3.04869, tot_dyn_loss   : 1.26705, sta_sta_loss   : 0.12050, 
epoch   6 summary: dyn_dyn_loss   : 0.08575, dyn_sta_loss   : 2.92325, tot_dyn_loss   : 1.22075, sta_sta_loss   : 0.12050, 
epoch   7 summary: dyn_dyn_loss   : 0.09397, dyn_sta_loss   : 2.82296, tot_dyn_loss   : 1.18557, sta_sta_loss   : 0.12050, 
epoch   8 summary: dyn_dyn_loss   : 0.10294, dyn_sta_loss   : 2.74794, tot_dyn_loss   : 1.16094, sta_sta_loss   : 0.12050, 
epoch   9 summary: dyn_dyn_loss   : 0.11170, dyn_sta_loss   : 2.68441, tot_dyn_loss   : 1.14078, sta_sta_loss   : 0.12050, 
epoch  10 summary: dyn_dyn_loss   : 0.12008, dyn_sta_loss   : 2.63936, tot_dyn_loss   : 1.12779, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  11 summary: dyn_dyn_loss   : 0.12733, dyn_sta_loss   : 2.60722, tot_dyn_loss   : 1.11928, sta_sta_loss   : 0.12050, 
epoch  12 summary: dyn_dyn_loss   : 0.13308, dyn_sta_loss   : 2.58481, tot_dyn_loss   : 1.11378, sta_sta_loss   : 0.12050, 
epoch  13 summary: dyn_dyn_loss   : 0.13720, dyn_sta_loss   : 2.56642, tot_dyn_loss   : 1.10889, sta_sta_loss   : 0.12050, 
epoch  14 summary: dyn_dyn_loss   : 0.14074, dyn_sta_loss   : 2.55270, tot_dyn_loss   : 1.10552, sta_sta_loss   : 0.12050, 
epoch  15 summary: dyn_dyn_loss   : 0.14348, dyn_sta_loss   : 2.54516, tot_dyn_loss   : 1.10415, sta_sta_loss   : 0.12050, 
epoch  16 summary: dyn_dyn_loss   : 0.14550, dyn_sta_loss   : 2.52761, tot_dyn_loss   : 1.09835, sta_sta_loss   : 0.12050, 
epoch  17 summary: dyn_dyn_loss   : 0.14798, dyn_sta_loss   : 2.52330, tot_dyn_loss   : 1.09811, sta_sta_loss   : 0.12050, 
epoch  18 summary: dyn_dyn_loss   : 0.14944, dyn_sta_loss   : 2.51638, tot_dyn_loss   : 1.09622, sta_sta_loss   : 0.12050, 
epoch  19 summary: dyn_dyn_loss   : 0.15037, dyn_sta_loss   : 2.52257, tot_dyn_loss   : 1.09925, sta_sta_loss   : 0.12050, 
epoch  20 summary: dyn_dyn_loss   : 0.15097, dyn_sta_loss   : 2.51227, tot_dyn_loss   : 1.09549, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  21 summary: dyn_dyn_loss   : 0.15186, dyn_sta_loss   : 2.50382, tot_dyn_loss   : 1.09264, sta_sta_loss   : 0.12050, 
epoch  22 summary: dyn_dyn_loss   : 0.15310, dyn_sta_loss   : 2.50237, tot_dyn_loss   : 1.09281, sta_sta_loss   : 0.12050, 
epoch  23 summary: dyn_dyn_loss   : 0.15359, dyn_sta_loss   : 2.49951, tot_dyn_loss   : 1.09196, sta_sta_loss   : 0.12050, 
epoch  24 summary: dyn_dyn_loss   : 0.15421, dyn_sta_loss   : 2.49377, tot_dyn_loss   : 1.09003, sta_sta_loss   : 0.12050, 
epoch  25 summary: dyn_dyn_loss   : 0.15514, dyn_sta_loss   : 2.50494, tot_dyn_loss   : 1.09506, sta_sta_loss   : 0.12050, 
epoch  26 summary: dyn_dyn_loss   : 0.15408, dyn_sta_loss   : 2.49935, tot_dyn_loss   : 1.09219, sta_sta_loss   : 0.12050, 
epoch  27 summary: dyn_dyn_loss   : 0.15427, dyn_sta_loss   : 2.49819, tot_dyn_loss   : 1.09184, sta_sta_loss   : 0.12050, 
epoch  28 summary: dyn_dyn_loss   : 0.15452, dyn_sta_loss   : 2.49668, tot_dyn_loss   : 1.09138, sta_sta_loss   : 0.12050, 
epoch  29 summary: dyn_dyn_loss   : 0.15494, dyn_sta_loss   : 2.49728, tot_dyn_loss   : 1.09187, sta_sta_loss   : 0.12050, 
epoch  30 summary: dyn_dyn_loss   : 0.15545, dyn_sta_loss   : 2.48872, tot_dyn_loss   : 1.08876, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  31 summary: dyn_dyn_loss   : 0.15604, dyn_sta_loss   : 2.50773, tot_dyn_loss   : 1.09672, sta_sta_loss   : 0.12050, 
epoch  32 summary: dyn_dyn_loss   : 0.15434, dyn_sta_loss   : 2.49599, tot_dyn_loss   : 1.09100, sta_sta_loss   : 0.12050, 
epoch  33 summary: dyn_dyn_loss   : 0.15477, dyn_sta_loss   : 2.49955, tot_dyn_loss   : 1.09268, sta_sta_loss   : 0.12050, 
epoch  34 summary: dyn_dyn_loss   : 0.15449, dyn_sta_loss   : 2.50447, tot_dyn_loss   : 1.09448, sta_sta_loss   : 0.12050, 
epoch  35 summary: dyn_dyn_loss   : 0.15455, dyn_sta_loss   : 2.48058, tot_dyn_loss   : 1.08496, sta_sta_loss   : 0.12050, 
epoch  36 summary: dyn_dyn_loss   : 0.15622, dyn_sta_loss   : 2.50177, tot_dyn_loss   : 1.09444, sta_sta_loss   : 0.12050, 
epoch  37 summary: dyn_dyn_loss   : 0.15524, dyn_sta_loss   : 2.49896, tot_dyn_loss   : 1.09273, sta_sta_loss   : 0.12050, 
epoch  38 summary: dyn_dyn_loss   : 0.15512, dyn_sta_loss   : 2.50877, tot_dyn_loss   : 1.09658, sta_sta_loss   : 0.12050, 
epoch  39 summary: dyn_dyn_loss   : 0.15366, dyn_sta_loss   : 2.51096, tot_dyn_loss   : 1.09658, sta_sta_loss   : 0.12050, 
epoch  40 summary: dyn_dyn_loss   : 0.15331, dyn_sta_loss   : 2.50677, tot_dyn_loss   : 1.09469, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  41 summary: dyn_dyn_loss   : 0.15394, dyn_sta_loss   : 2.49477, tot_dyn_loss   : 1.09027, sta_sta_loss   : 0.12050, 
epoch  42 summary: dyn_dyn_loss   : 0.15527, dyn_sta_loss   : 2.49422, tot_dyn_loss   : 1.09085, sta_sta_loss   : 0.12050, 
epoch  43 summary: dyn_dyn_loss   : 0.15540, dyn_sta_loss   : 2.51016, tot_dyn_loss   : 1.09730, sta_sta_loss   : 0.12050, 
epoch  44 summary: dyn_dyn_loss   : 0.15385, dyn_sta_loss   : 2.50698, tot_dyn_loss   : 1.09510, sta_sta_loss   : 0.12050, 
epoch  45 summary: dyn_dyn_loss   : 0.15408, dyn_sta_loss   : 2.49525, tot_dyn_loss   : 1.09055, sta_sta_loss   : 0.12050, 
epoch  46 summary: dyn_dyn_loss   : 0.15468, dyn_sta_loss   : 2.51610, tot_dyn_loss   : 1.09925, sta_sta_loss   : 0.12050, 
epoch  47 summary: dyn_dyn_loss   : 0.15309, dyn_sta_loss   : 2.50531, tot_dyn_loss   : 1.09397, sta_sta_loss   : 0.12050, 
epoch  48 summary: dyn_dyn_loss   : 0.15356, dyn_sta_loss   : 2.51734, tot_dyn_loss   : 1.09908, sta_sta_loss   : 0.12050, 
epoch  49 summary: dyn_dyn_loss   : 0.15286, dyn_sta_loss   : 2.50340, tot_dyn_loss   : 1.09307, sta_sta_loss   : 0.12050, 
epoch  50 summary: dyn_dyn_loss   : 0.15365, dyn_sta_loss   : 2.50828, tot_dyn_loss   : 1.09550, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  51 summary: dyn_dyn_loss   : 0.15359, dyn_sta_loss   : 2.49480, tot_dyn_loss   : 1.09008, sta_sta_loss   : 0.12050, 
epoch  52 summary: dyn_dyn_loss   : 0.15440, dyn_sta_loss   : 2.51484, tot_dyn_loss   : 1.09858, sta_sta_loss   : 0.12050, 
epoch  53 summary: dyn_dyn_loss   : 0.15291, dyn_sta_loss   : 2.51307, tot_dyn_loss   : 1.09698, sta_sta_loss   : 0.12050, 
epoch  54 summary: dyn_dyn_loss   : 0.15299, dyn_sta_loss   : 2.50122, tot_dyn_loss   : 1.09228, sta_sta_loss   : 0.12050, 
epoch  55 summary: dyn_dyn_loss   : 0.15409, dyn_sta_loss   : 2.50905, tot_dyn_loss   : 1.09608, sta_sta_loss   : 0.12050, 
epoch  56 summary: dyn_dyn_loss   : 0.15366, dyn_sta_loss   : 2.50762, tot_dyn_loss   : 1.09524, sta_sta_loss   : 0.12050, 
epoch  57 summary: dyn_dyn_loss   : 0.15371, dyn_sta_loss   : 2.50426, tot_dyn_loss   : 1.09393, sta_sta_loss   : 0.12050, 
epoch  58 summary: dyn_dyn_loss   : 0.15365, dyn_sta_loss   : 2.51153, tot_dyn_loss   : 1.09680, sta_sta_loss   : 0.12050, 
epoch  59 summary: dyn_dyn_loss   : 0.15312, dyn_sta_loss   : 2.50380, tot_dyn_loss   : 1.09339, sta_sta_loss   : 0.12050, 
epoch  60 summary: dyn_dyn_loss   : 0.15362, dyn_sta_loss   : 2.50081, tot_dyn_loss   : 1.09250, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  61 summary: dyn_dyn_loss   : 0.15417, dyn_sta_loss   : 2.50133, tot_dyn_loss   : 1.09304, sta_sta_loss   : 0.12050, 
epoch  62 summary: dyn_dyn_loss   : 0.15428, dyn_sta_loss   : 2.50422, tot_dyn_loss   : 1.09425, sta_sta_loss   : 0.12050, 
