Before CTE Training: train eu loss: 1.063186526298523, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.6669921875, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_loss   : 0.07995, dyn_sta_loss   : 4.13252, tot_dyn_loss   : 3.72726, sta_sta_loss   : 0.12050, 
train loss: 1.9796, train acc: 0.6328
epoch   1 summary: dyn_dyn_loss   : 0.07777, dyn_sta_loss   : 3.84603, tot_dyn_loss   : 3.46921, sta_sta_loss   : 0.12050, 
epoch   2 summary: dyn_dyn_loss   : 0.07459, dyn_sta_loss   : 3.59215, tot_dyn_loss   : 3.24039, sta_sta_loss   : 0.12050, 
epoch   3 summary: dyn_dyn_loss   : 0.07322, dyn_sta_loss   : 3.37164, tot_dyn_loss   : 3.04180, sta_sta_loss   : 0.12050, 
epoch   4 summary: dyn_dyn_loss   : 0.07466, dyn_sta_loss   : 3.18438, tot_dyn_loss   : 2.87341, sta_sta_loss   : 0.12050, 
epoch   5 summary: dyn_dyn_loss   : 0.07918, dyn_sta_loss   : 3.03496, tot_dyn_loss   : 2.73939, sta_sta_loss   : 0.12050, 
epoch   6 summary: dyn_dyn_loss   : 0.08581, dyn_sta_loss   : 2.91707, tot_dyn_loss   : 2.63395, sta_sta_loss   : 0.12050, 
epoch   7 summary: dyn_dyn_loss   : 0.09378, dyn_sta_loss   : 2.83043, tot_dyn_loss   : 2.55676, sta_sta_loss   : 0.12050, 
epoch   8 summary: dyn_dyn_loss   : 0.10175, dyn_sta_loss   : 2.75081, tot_dyn_loss   : 2.48591, sta_sta_loss   : 0.12050, 
epoch   9 summary: dyn_dyn_loss   : 0.11071, dyn_sta_loss   : 2.69349, tot_dyn_loss   : 2.43522, sta_sta_loss   : 0.12050, 
epoch  10 summary: dyn_dyn_loss   : 0.11849, dyn_sta_loss   : 2.64645, tot_dyn_loss   : 2.39366, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  11 summary: dyn_dyn_loss   : 0.12525, dyn_sta_loss   : 2.60363, tot_dyn_loss   : 2.35579, sta_sta_loss   : 0.12050, 
epoch  12 summary: dyn_dyn_loss   : 0.13186, dyn_sta_loss   : 2.56954, tot_dyn_loss   : 2.32577, sta_sta_loss   : 0.12050, 
epoch  13 summary: dyn_dyn_loss   : 0.13769, dyn_sta_loss   : 2.56386, tot_dyn_loss   : 2.32125, sta_sta_loss   : 0.12050, 
epoch  14 summary: dyn_dyn_loss   : 0.14059, dyn_sta_loss   : 2.55084, tot_dyn_loss   : 2.30981, sta_sta_loss   : 0.12050, 
epoch  15 summary: dyn_dyn_loss   : 0.14360, dyn_sta_loss   : 2.53403, tot_dyn_loss   : 2.29499, sta_sta_loss   : 0.12050, 
epoch  16 summary: dyn_dyn_loss   : 0.14639, dyn_sta_loss   : 2.53362, tot_dyn_loss   : 2.29489, sta_sta_loss   : 0.12050, 
epoch  17 summary: dyn_dyn_loss   : 0.14760, dyn_sta_loss   : 2.52265, tot_dyn_loss   : 2.28514, sta_sta_loss   : 0.12050, 
epoch  18 summary: dyn_dyn_loss   : 0.14939, dyn_sta_loss   : 2.51606, tot_dyn_loss   : 2.27940, sta_sta_loss   : 0.12050, 
epoch  19 summary: dyn_dyn_loss   : 0.15024, dyn_sta_loss   : 2.52525, tot_dyn_loss   : 2.28775, sta_sta_loss   : 0.12050, 
epoch  20 summary: dyn_dyn_loss   : 0.14982, dyn_sta_loss   : 2.51786, tot_dyn_loss   : 2.28106, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  21 summary: dyn_dyn_loss   : 0.15052, dyn_sta_loss   : 2.51923, tot_dyn_loss   : 2.28236, sta_sta_loss   : 0.12050, 
epoch  22 summary: dyn_dyn_loss   : 0.15061, dyn_sta_loss   : 2.52475, tot_dyn_loss   : 2.28733, sta_sta_loss   : 0.12050, 
epoch  23 summary: dyn_dyn_loss   : 0.15063, dyn_sta_loss   : 2.51062, tot_dyn_loss   : 2.27462, sta_sta_loss   : 0.12050, 
epoch  24 summary: dyn_dyn_loss   : 0.15167, dyn_sta_loss   : 2.50453, tot_dyn_loss   : 2.26925, sta_sta_loss   : 0.12050, 
epoch  25 summary: dyn_dyn_loss   : 0.15261, dyn_sta_loss   : 2.51241, tot_dyn_loss   : 2.27643, sta_sta_loss   : 0.12050, 
epoch  26 summary: dyn_dyn_loss   : 0.15192, dyn_sta_loss   : 2.49991, tot_dyn_loss   : 2.26511, sta_sta_loss   : 0.12050, 
epoch  27 summary: dyn_dyn_loss   : 0.15275, dyn_sta_loss   : 2.49417, tot_dyn_loss   : 2.26003, sta_sta_loss   : 0.12050, 
epoch  28 summary: dyn_dyn_loss   : 0.15365, dyn_sta_loss   : 2.49892, tot_dyn_loss   : 2.26439, sta_sta_loss   : 0.12050, 
epoch  29 summary: dyn_dyn_loss   : 0.15398, dyn_sta_loss   : 2.49433, tot_dyn_loss   : 2.26029, sta_sta_loss   : 0.12050, 
epoch  30 summary: dyn_dyn_loss   : 0.15462, dyn_sta_loss   : 2.49736, tot_dyn_loss   : 2.26309, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  31 summary: dyn_dyn_loss   : 0.15482, dyn_sta_loss   : 2.49323, tot_dyn_loss   : 2.25939, sta_sta_loss   : 0.12050, 
epoch  32 summary: dyn_dyn_loss   : 0.15556, dyn_sta_loss   : 2.48924, tot_dyn_loss   : 2.25587, sta_sta_loss   : 0.12050, 
epoch  33 summary: dyn_dyn_loss   : 0.15584, dyn_sta_loss   : 2.51066, tot_dyn_loss   : 2.27518, sta_sta_loss   : 0.12050, 
epoch  34 summary: dyn_dyn_loss   : 0.15371, dyn_sta_loss   : 2.50001, tot_dyn_loss   : 2.26538, sta_sta_loss   : 0.12050, 
epoch  35 summary: dyn_dyn_loss   : 0.15376, dyn_sta_loss   : 2.50172, tot_dyn_loss   : 2.26693, sta_sta_loss   : 0.12050, 
epoch  36 summary: dyn_dyn_loss   : 0.15368, dyn_sta_loss   : 2.49586, tot_dyn_loss   : 2.26165, sta_sta_loss   : 0.12050, 
