Before CTE Training: train eu loss: 1.0375890731811523, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.6748046875, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_loss   : 0.07898, dyn_sta_loss   : 4.13428, tot_dyn_loss   : 3.72875, sta_sta_loss   : 0.12050, 
train loss: 2.0258, train acc: 0.6279
epoch   1 summary: dyn_dyn_loss   : 0.07667, dyn_sta_loss   : 3.85288, tot_dyn_loss   : 3.47526, sta_sta_loss   : 0.12050, 
epoch   2 summary: dyn_dyn_loss   : 0.07377, dyn_sta_loss   : 3.60038, tot_dyn_loss   : 3.24772, sta_sta_loss   : 0.12050, 
epoch   3 summary: dyn_dyn_loss   : 0.07235, dyn_sta_loss   : 3.38034, tot_dyn_loss   : 3.04954, sta_sta_loss   : 0.12050, 
epoch   4 summary: dyn_dyn_loss   : 0.07367, dyn_sta_loss   : 3.19765, tot_dyn_loss   : 2.88525, sta_sta_loss   : 0.12050, 
epoch   5 summary: dyn_dyn_loss   : 0.07742, dyn_sta_loss   : 3.04849, tot_dyn_loss   : 2.75138, sta_sta_loss   : 0.12050, 
epoch   6 summary: dyn_dyn_loss   : 0.08328, dyn_sta_loss   : 2.93250, tot_dyn_loss   : 2.64758, sta_sta_loss   : 0.12050, 
epoch   7 summary: dyn_dyn_loss   : 0.09101, dyn_sta_loss   : 2.82922, tot_dyn_loss   : 2.55540, sta_sta_loss   : 0.12050, 
epoch   8 summary: dyn_dyn_loss   : 0.09928, dyn_sta_loss   : 2.75742, tot_dyn_loss   : 2.49161, sta_sta_loss   : 0.12050, 
epoch   9 summary: dyn_dyn_loss   : 0.10749, dyn_sta_loss   : 2.69546, tot_dyn_loss   : 2.43666, sta_sta_loss   : 0.12050, 
epoch  10 summary: dyn_dyn_loss   : 0.11568, dyn_sta_loss   : 2.63890, tot_dyn_loss   : 2.38657, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  11 summary: dyn_dyn_loss   : 0.12343, dyn_sta_loss   : 2.60865, tot_dyn_loss   : 2.36013, sta_sta_loss   : 0.12050, 
epoch  12 summary: dyn_dyn_loss   : 0.12900, dyn_sta_loss   : 2.59044, tot_dyn_loss   : 2.34430, sta_sta_loss   : 0.12050, 
epoch  13 summary: dyn_dyn_loss   : 0.13262, dyn_sta_loss   : 2.57492, tot_dyn_loss   : 2.33069, sta_sta_loss   : 0.12050, 
epoch  14 summary: dyn_dyn_loss   : 0.13564, dyn_sta_loss   : 2.56228, tot_dyn_loss   : 2.31962, sta_sta_loss   : 0.12050, 
epoch  15 summary: dyn_dyn_loss   : 0.13868, dyn_sta_loss   : 2.53708, tot_dyn_loss   : 2.29724, sta_sta_loss   : 0.12050, 
epoch  16 summary: dyn_dyn_loss   : 0.14153, dyn_sta_loss   : 2.52438, tot_dyn_loss   : 2.28610, sta_sta_loss   : 0.12050, 
epoch  17 summary: dyn_dyn_loss   : 0.14378, dyn_sta_loss   : 2.51311, tot_dyn_loss   : 2.27617, sta_sta_loss   : 0.12050, 
epoch  18 summary: dyn_dyn_loss   : 0.14539, dyn_sta_loss   : 2.51927, tot_dyn_loss   : 2.28188, sta_sta_loss   : 0.12050, 
epoch  19 summary: dyn_dyn_loss   : 0.14518, dyn_sta_loss   : 2.51338, tot_dyn_loss   : 2.27656, sta_sta_loss   : 0.12050, 
epoch  20 summary: dyn_dyn_loss   : 0.14639, dyn_sta_loss   : 2.49866, tot_dyn_loss   : 2.26343, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  21 summary: dyn_dyn_loss   : 0.14790, dyn_sta_loss   : 2.50428, tot_dyn_loss   : 2.26864, sta_sta_loss   : 0.12050, 
epoch  22 summary: dyn_dyn_loss   : 0.14826, dyn_sta_loss   : 2.51633, tot_dyn_loss   : 2.27952, sta_sta_loss   : 0.12050, 
epoch  23 summary: dyn_dyn_loss   : 0.14722, dyn_sta_loss   : 2.50187, tot_dyn_loss   : 2.26640, sta_sta_loss   : 0.12050, 
epoch  24 summary: dyn_dyn_loss   : 0.14807, dyn_sta_loss   : 2.49546, tot_dyn_loss   : 2.26072, sta_sta_loss   : 0.12050, 
epoch  25 summary: dyn_dyn_loss   : 0.14899, dyn_sta_loss   : 2.50414, tot_dyn_loss   : 2.26862, sta_sta_loss   : 0.12050, 
epoch  26 summary: dyn_dyn_loss   : 0.14864, dyn_sta_loss   : 2.51022, tot_dyn_loss   : 2.27406, sta_sta_loss   : 0.12050, 
epoch  27 summary: dyn_dyn_loss   : 0.14846, dyn_sta_loss   : 2.50655, tot_dyn_loss   : 2.27074, sta_sta_loss   : 0.12050, 
epoch  28 summary: dyn_dyn_loss   : 0.14892, dyn_sta_loss   : 2.49584, tot_dyn_loss   : 2.26115, sta_sta_loss   : 0.12050, 
epoch  29 summary: dyn_dyn_loss   : 0.14949, dyn_sta_loss   : 2.51402, tot_dyn_loss   : 2.27757, sta_sta_loss   : 0.12050, 
epoch  30 summary: dyn_dyn_loss   : 0.14798, dyn_sta_loss   : 2.50071, tot_dyn_loss   : 2.26544, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  31 summary: dyn_dyn_loss   : 0.14867, dyn_sta_loss   : 2.50683, tot_dyn_loss   : 2.27101, sta_sta_loss   : 0.12050, 
epoch  32 summary: dyn_dyn_loss   : 0.14829, dyn_sta_loss   : 2.50632, tot_dyn_loss   : 2.27052, sta_sta_loss   : 0.12050, 
epoch  33 summary: dyn_dyn_loss   : 0.14886, dyn_sta_loss   : 2.50640, tot_dyn_loss   : 2.27065, sta_sta_loss   : 0.12050, 
epoch  34 summary: dyn_dyn_loss   : 0.14899, dyn_sta_loss   : 2.50240, tot_dyn_loss   : 2.26706, sta_sta_loss   : 0.12050, 
epoch  35 summary: dyn_dyn_loss   : 0.14933, dyn_sta_loss   : 2.51484, tot_dyn_loss   : 2.27829, sta_sta_loss   : 0.12050, 
epoch  36 summary: dyn_dyn_loss   : 0.14795, dyn_sta_loss   : 2.51354, tot_dyn_loss   : 2.27698, sta_sta_loss   : 0.12050, 
epoch  37 summary: dyn_dyn_loss   : 0.14763, dyn_sta_loss   : 2.51044, tot_dyn_loss   : 2.27416, sta_sta_loss   : 0.12050, 
epoch  38 summary: dyn_dyn_loss   : 0.14782, dyn_sta_loss   : 2.50349, tot_dyn_loss   : 2.26792, sta_sta_loss   : 0.12050, 
epoch  39 summary: dyn_dyn_loss   : 0.14846, dyn_sta_loss   : 2.50678, tot_dyn_loss   : 2.27095, sta_sta_loss   : 0.12050, 
epoch  40 summary: dyn_dyn_loss   : 0.14840, dyn_sta_loss   : 2.50906, tot_dyn_loss   : 2.27300, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  41 summary: dyn_dyn_loss   : 0.14824, dyn_sta_loss   : 2.50080, tot_dyn_loss   : 2.26554, sta_sta_loss   : 0.12050, 
epoch  42 summary: dyn_dyn_loss   : 0.14905, dyn_sta_loss   : 2.49935, tot_dyn_loss   : 2.26432, sta_sta_loss   : 0.12050, 
epoch  43 summary: dyn_dyn_loss   : 0.14923, dyn_sta_loss   : 2.49537, tot_dyn_loss   : 2.26076, sta_sta_loss   : 0.12050, 
epoch  44 summary: dyn_dyn_loss   : 0.14973, dyn_sta_loss   : 2.50277, tot_dyn_loss   : 2.26747, sta_sta_loss   : 0.12050, 
epoch  45 summary: dyn_dyn_loss   : 0.14962, dyn_sta_loss   : 2.50070, tot_dyn_loss   : 2.26559, sta_sta_loss   : 0.12050, 
epoch  46 summary: dyn_dyn_loss   : 0.14968, dyn_sta_loss   : 2.50070, tot_dyn_loss   : 2.26559, sta_sta_loss   : 0.12050, 
epoch  47 summary: dyn_dyn_loss   : 0.14956, dyn_sta_loss   : 2.50201, tot_dyn_loss   : 2.26677, sta_sta_loss   : 0.12050, 
epoch  48 summary: dyn_dyn_loss   : 0.14906, dyn_sta_loss   : 2.51079, tot_dyn_loss   : 2.27462, sta_sta_loss   : 0.12050, 
epoch  49 summary: dyn_dyn_loss   : 0.14778, dyn_sta_loss   : 2.51263, tot_dyn_loss   : 2.27614, sta_sta_loss   : 0.12050, 
epoch  50 summary: dyn_dyn_loss   : 0.14806, dyn_sta_loss   : 2.50585, tot_dyn_loss   : 2.27007, sta_sta_loss   : 0.12050, 
train loss: 0.0000, train acc: 1.0000
epoch  51 summary: dyn_dyn_loss   : 0.14877, dyn_sta_loss   : 2.50098, tot_dyn_loss   : 2.26576, sta_sta_loss   : 0.12050, 
epoch  52 summary: dyn_dyn_loss   : 0.14929, dyn_sta_loss   : 2.50517, tot_dyn_loss   : 2.26958, sta_sta_loss   : 0.12050, 
epoch  53 summary: dyn_dyn_loss   : 0.14932, dyn_sta_loss   : 2.50810, tot_dyn_loss   : 2.27222, sta_sta_loss   : 0.12050, 
