Before CTE Training: train eu loss: 1.057024359703064, eval eu loss: 1.4517745971679688
Before CTE Training: train eu acc: 0.66552734375, eval eu acc: 0.5794677734375
epoch   0 summary: dyn_dyn_cos_loss: 0.02360, dyn_sta_cos_loss: 0.00711, total_cos_loss : 0.01371, vocab_cro_loss : 4.41367, 
train loss: 3.5108, train acc: 0.2563
Warning: failed to save checkpoint at epoch 0: name 'train_new_save_path' is not defined
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.51052, 
Warning: failed to save checkpoint at epoch 1: name 'train_new_save_path' is not defined
epoch   2 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.34495, 
Warning: failed to save checkpoint at epoch 2: name 'train_new_save_path' is not defined
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.18168, 
Warning: failed to save checkpoint at epoch 3: name 'train_new_save_path' is not defined
epoch   4 summary: dyn_dyn_cos_loss: 0.02225, dyn_sta_cos_loss: 0.00596, total_cos_loss : 0.01247, vocab_cro_loss : 3.08162, 
Warning: failed to save checkpoint at epoch 4: name 'train_new_save_path' is not defined
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.36061, 
Warning: failed to save checkpoint at epoch 5: name 'train_new_save_path' is not defined
epoch   6 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.32717, 
Warning: failed to save checkpoint at epoch 6: name 'train_new_save_path' is not defined
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.29988, 
Warning: failed to save checkpoint at epoch 7: name 'train_new_save_path' is not defined
epoch   8 summary: dyn_dyn_cos_loss: 0.01941, dyn_sta_cos_loss: 0.00445, total_cos_loss : 0.01043, vocab_cro_loss : 2.27652, 
Warning: failed to save checkpoint at epoch 8: name 'train_new_save_path' is not defined
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.01838, 
Warning: failed to save checkpoint at epoch 9: name 'train_new_save_path' is not defined
epoch  10 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.09551, 
train loss: 1.9957, train acc: 0.5210
Warning: failed to save checkpoint at epoch 10: name 'train_new_save_path' is not defined
epoch  11 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.99561, 
Warning: failed to save checkpoint at epoch 11: name 'train_new_save_path' is not defined
epoch  12 summary: dyn_dyn_cos_loss: 0.01551, dyn_sta_cos_loss: 0.00366, total_cos_loss : 0.00840, vocab_cro_loss : 1.97163, 
Warning: failed to save checkpoint at epoch 12: name 'train_new_save_path' is not defined
epoch  13 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.83583, 
Warning: failed to save checkpoint at epoch 13: name 'train_new_save_path' is not defined
epoch  14 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.96354, 
Warning: failed to save checkpoint at epoch 14: name 'train_new_save_path' is not defined
epoch  15 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.83064, 
Warning: failed to save checkpoint at epoch 15: name 'train_new_save_path' is not defined
epoch  16 summary: dyn_dyn_cos_loss: 0.01171, dyn_sta_cos_loss: 0.00320, total_cos_loss : 0.00661, vocab_cro_loss : 1.83806, 
Warning: failed to save checkpoint at epoch 16: name 'train_new_save_path' is not defined
epoch  17 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.72955, 
Warning: failed to save checkpoint at epoch 17: name 'train_new_save_path' is not defined
epoch  18 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.73512, 
Warning: failed to save checkpoint at epoch 18: name 'train_new_save_path' is not defined
epoch  19 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.72929, 
Warning: failed to save checkpoint at epoch 19: name 'train_new_save_path' is not defined
epoch  20 summary: dyn_dyn_cos_loss: 0.00876, dyn_sta_cos_loss: 0.00285, total_cos_loss : 0.00521, vocab_cro_loss : 1.72174, 
train loss: 1.6629, train acc: 0.5510
Warning: failed to save checkpoint at epoch 20: name 'train_new_save_path' is not defined
epoch  21 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.66258, 
Warning: failed to save checkpoint at epoch 21: name 'train_new_save_path' is not defined
epoch  22 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.69959, 
Warning: failed to save checkpoint at epoch 22: name 'train_new_save_path' is not defined
epoch  23 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.70823, 
Warning: failed to save checkpoint at epoch 23: name 'train_new_save_path' is not defined
epoch  24 summary: dyn_dyn_cos_loss: 0.00661, dyn_sta_cos_loss: 0.00251, total_cos_loss : 0.00415, vocab_cro_loss : 1.71252, 
Warning: failed to save checkpoint at epoch 24: name 'train_new_save_path' is not defined
epoch  25 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.68964, 
Warning: failed to save checkpoint at epoch 25: name 'train_new_save_path' is not defined
epoch  26 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.89113, 
Warning: failed to save checkpoint at epoch 26: name 'train_new_save_path' is not defined
epoch  27 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.71234, 
Warning: failed to save checkpoint at epoch 27: name 'train_new_save_path' is not defined
epoch  28 summary: dyn_dyn_cos_loss: 0.00543, dyn_sta_cos_loss: 0.00236, total_cos_loss : 0.00358, vocab_cro_loss : 1.69851, 
Warning: failed to save checkpoint at epoch 28: name 'train_new_save_path' is not defined
epoch  29 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.58938, 
Warning: failed to save checkpoint at epoch 29: name 'train_new_save_path' is not defined
epoch  30 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.57790, 
train loss: 1.7128, train acc: 0.5566
Warning: failed to save checkpoint at epoch 30: name 'train_new_save_path' is not defined
epoch  31 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.71146, 
Warning: failed to save checkpoint at epoch 31: name 'train_new_save_path' is not defined
epoch  32 summary: dyn_dyn_cos_loss: 0.00429, dyn_sta_cos_loss: 0.00212, total_cos_loss : 0.00299, vocab_cro_loss : 1.69540, 
Warning: failed to save checkpoint at epoch 32: name 'train_new_save_path' is not defined
epoch  33 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.67100, 
Warning: failed to save checkpoint at epoch 33: name 'train_new_save_path' is not defined
epoch  34 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.66656, 
Warning: failed to save checkpoint at epoch 34: name 'train_new_save_path' is not defined
epoch  35 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.66327, 
Warning: failed to save checkpoint at epoch 35: name 'train_new_save_path' is not defined
epoch  36 summary: dyn_dyn_cos_loss: 0.00346, dyn_sta_cos_loss: 0.00219, total_cos_loss : 0.00270, vocab_cro_loss : 1.69379, 
Warning: failed to save checkpoint at epoch 36: name 'train_new_save_path' is not defined
epoch  37 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.71203, 
Warning: failed to save checkpoint at epoch 37: name 'train_new_save_path' is not defined
epoch  38 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.73205, 
Warning: failed to save checkpoint at epoch 38: name 'train_new_save_path' is not defined
epoch  39 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.70918, 
Warning: failed to save checkpoint at epoch 39: name 'train_new_save_path' is not defined
epoch  40 summary: dyn_dyn_cos_loss: 0.00290, dyn_sta_cos_loss: 0.00210, total_cos_loss : 0.00242, vocab_cro_loss : 1.78209, 
train loss: 1.8162, train acc: 0.5496
Warning: failed to save checkpoint at epoch 40: name 'train_new_save_path' is not defined
epoch  41 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.81560, 
Warning: failed to save checkpoint at epoch 41: name 'train_new_save_path' is not defined
epoch  42 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.69221, 
Warning: failed to save checkpoint at epoch 42: name 'train_new_save_path' is not defined
epoch  43 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.66787, 
Warning: failed to save checkpoint at epoch 43: name 'train_new_save_path' is not defined
epoch  44 summary: dyn_dyn_cos_loss: 0.00251, dyn_sta_cos_loss: 0.00213, total_cos_loss : 0.00228, vocab_cro_loss : 1.56827, 
Warning: failed to save checkpoint at epoch 44: name 'train_new_save_path' is not defined
epoch  45 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.52359, 
Warning: failed to save checkpoint at epoch 45: name 'train_new_save_path' is not defined
epoch  46 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.64736, 
Warning: failed to save checkpoint at epoch 46: name 'train_new_save_path' is not defined
epoch  47 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.62958, 
Warning: failed to save checkpoint at epoch 47: name 'train_new_save_path' is not defined
