Before CTE Training: train eu loss: 1.0543208122253418, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.659027099609375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_cos_loss: 0.02342, dyn_sta_cos_loss: 0.00710, total_cos_loss : 0.01200, vocab_cro_loss : 4.48728, 
train loss: 3.7423, train acc: 0.1944
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.74206, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02239, dyn_sta_cos_loss: 0.00641, total_cos_loss : 0.01120, vocab_cro_loss : 3.66228, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.93047, 
epoch   4 summary: dyn_dyn_cos_loss: 0.02050, dyn_sta_cos_loss: 0.00537, total_cos_loss : 0.00991, vocab_cro_loss : 2.88299, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.46088, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01770, dyn_sta_cos_loss: 0.00441, total_cos_loss : 0.00839, vocab_cro_loss : 2.44357, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.19954, 
epoch   8 summary: dyn_dyn_cos_loss: 0.01466, dyn_sta_cos_loss: 0.00382, total_cos_loss : 0.00707, vocab_cro_loss : 2.17527, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.01046, 
epoch  10 summary: dyn_dyn_cos_loss: 0.01195, dyn_sta_cos_loss: 0.00333, total_cos_loss : 0.00591, vocab_cro_loss : 1.99813, 
train loss: 1.8996, train acc: 0.5206
epoch  11 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.89948, 
epoch  12 summary: dyn_dyn_cos_loss: 0.00969, dyn_sta_cos_loss: 0.00304, total_cos_loss : 0.00503, vocab_cro_loss : 1.87371, 
epoch  13 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.78253, 
epoch  14 summary: dyn_dyn_cos_loss: 0.00784, dyn_sta_cos_loss: 0.00284, total_cos_loss : 0.00434, vocab_cro_loss : 1.78293, 
epoch  15 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.72127, 
epoch  16 summary: dyn_dyn_cos_loss: 0.00679, dyn_sta_cos_loss: 0.00258, total_cos_loss : 0.00384, vocab_cro_loss : 1.72557, 
epoch  17 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.65797, 
