Before CTE Training: train eu loss: 1.0543208122253418, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.659027099609375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_cos_loss: 0.02346, dyn_sta_cos_loss: 0.00709, total_cos_loss : 0.00709, vocab_cro_loss : 4.48728, 
train loss: 3.7122, train acc: 0.2018
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.71195, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02257, dyn_sta_cos_loss: 0.00636, total_cos_loss : 0.00636, vocab_cro_loss : 3.62915, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.88618, 
epoch   4 summary: dyn_dyn_cos_loss: 0.02084, dyn_sta_cos_loss: 0.00531, total_cos_loss : 0.00531, vocab_cro_loss : 2.83744, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.38248, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01818, dyn_sta_cos_loss: 0.00437, total_cos_loss : 0.00437, vocab_cro_loss : 2.36391, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.07664, 
epoch   8 summary: dyn_dyn_cos_loss: 0.01569, dyn_sta_cos_loss: 0.00376, total_cos_loss : 0.00376, vocab_cro_loss : 2.06965, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.86650, 
epoch  10 summary: dyn_dyn_cos_loss: 0.01403, dyn_sta_cos_loss: 0.00333, total_cos_loss : 0.00333, vocab_cro_loss : 1.85688, 
train loss: 1.7287, train acc: 0.5614
epoch  11 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.72865, 
epoch  12 summary: dyn_dyn_cos_loss: 0.01294, dyn_sta_cos_loss: 0.00306, total_cos_loss : 0.00306, vocab_cro_loss : 1.73129, 
epoch  13 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.63411, 
epoch  14 summary: dyn_dyn_cos_loss: 0.01202, dyn_sta_cos_loss: 0.00280, total_cos_loss : 0.00280, vocab_cro_loss : 1.62922, 
epoch  15 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.57318, 
epoch  16 summary: dyn_dyn_cos_loss: 0.01120, dyn_sta_cos_loss: 0.00258, total_cos_loss : 0.00258, vocab_cro_loss : 1.56274, 
epoch  17 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.51939, 
epoch  18 summary: dyn_dyn_cos_loss: 0.01046, dyn_sta_cos_loss: 0.00243, total_cos_loss : 0.00243, vocab_cro_loss : 1.51276, 
epoch  19 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.48428, 
epoch  20 summary: dyn_dyn_cos_loss: 0.00981, dyn_sta_cos_loss: 0.00229, total_cos_loss : 0.00229, vocab_cro_loss : 1.47651, 
train loss: 1.4653, train acc: 0.6029
epoch  21 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.46531, 
epoch  22 summary: dyn_dyn_cos_loss: 0.00921, dyn_sta_cos_loss: 0.00220, total_cos_loss : 0.00220, vocab_cro_loss : 1.45490, 
epoch  23 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.44626, 
epoch  24 summary: dyn_dyn_cos_loss: 0.00872, dyn_sta_cos_loss: 0.00212, total_cos_loss : 0.00212, vocab_cro_loss : 1.43281, 
epoch  25 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.42107, 
epoch  26 summary: dyn_dyn_cos_loss: 0.00827, dyn_sta_cos_loss: 0.00206, total_cos_loss : 0.00206, vocab_cro_loss : 1.41420, 
epoch  27 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.40545, 
epoch  28 summary: dyn_dyn_cos_loss: 0.00789, dyn_sta_cos_loss: 0.00202, total_cos_loss : 0.00202, vocab_cro_loss : 1.39908, 
epoch  29 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.39837, 
epoch  30 summary: dyn_dyn_cos_loss: 0.00763, dyn_sta_cos_loss: 0.00197, total_cos_loss : 0.00197, vocab_cro_loss : 1.38816, 
