Before CTE Training: train eu loss: 1.057024359703064, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.66552734375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_cos_loss: 0.02369, dyn_sta_cos_loss: 0.00711, total_cos_loss : 0.00711, vocab_cro_loss : 4.48647, 
train loss: 3.6435, train acc: 0.2146
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.64321, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02280, dyn_sta_cos_loss: 0.00636, total_cos_loss : 0.00636, vocab_cro_loss : 3.53702, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.79887, 
epoch   4 summary: dyn_dyn_cos_loss: 0.02112, dyn_sta_cos_loss: 0.00541, total_cos_loss : 0.00541, vocab_cro_loss : 2.74801, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.30292, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01862, dyn_sta_cos_loss: 0.00455, total_cos_loss : 0.00455, vocab_cro_loss : 2.27398, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.00430, 
epoch   8 summary: dyn_dyn_cos_loss: 0.01611, dyn_sta_cos_loss: 0.00390, total_cos_loss : 0.00390, vocab_cro_loss : 1.98580, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.80228, 
epoch  10 summary: dyn_dyn_cos_loss: 0.01402, dyn_sta_cos_loss: 0.00342, total_cos_loss : 0.00342, vocab_cro_loss : 1.79156, 
train loss: 1.6694, train acc: 0.5835
epoch  11 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.66937, 
epoch  12 summary: dyn_dyn_cos_loss: 0.01254, dyn_sta_cos_loss: 0.00307, total_cos_loss : 0.00307, vocab_cro_loss : 1.65300, 
epoch  13 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.58720, 
epoch  14 summary: dyn_dyn_cos_loss: 0.01150, dyn_sta_cos_loss: 0.00283, total_cos_loss : 0.00283, vocab_cro_loss : 1.57659, 
epoch  15 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.52891, 
epoch  16 summary: dyn_dyn_cos_loss: 0.01044, dyn_sta_cos_loss: 0.00259, total_cos_loss : 0.00259, vocab_cro_loss : 1.51693, 
epoch  17 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.47840, 
epoch  18 summary: dyn_dyn_cos_loss: 0.00968, dyn_sta_cos_loss: 0.00243, total_cos_loss : 0.00243, vocab_cro_loss : 1.46164, 
epoch  19 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.44316, 
epoch  20 summary: dyn_dyn_cos_loss: 0.00898, dyn_sta_cos_loss: 0.00231, total_cos_loss : 0.00231, vocab_cro_loss : 1.42700, 
train loss: 1.4234, train acc: 0.6118
epoch  21 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.42334, 
