Before CTE Training: train eu loss: 1.0375890731811523, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.6748046875, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_cos_loss: 0.02242, dyn_sta_cos_loss: 0.00715, total_cos_loss : 0.01479, vocab_cro_loss : 4.49326, 
train loss: 3.6978, train acc: 0.1973
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.69726, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02128, dyn_sta_cos_loss: 0.00648, total_cos_loss : 0.01388, vocab_cro_loss : 3.50740, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.84674, 
epoch   4 summary: dyn_dyn_cos_loss: 0.01938, dyn_sta_cos_loss: 0.00555, total_cos_loss : 0.01246, vocab_cro_loss : 2.72111, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.33043, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01681, dyn_sta_cos_loss: 0.00464, total_cos_loss : 0.01072, vocab_cro_loss : 2.22607, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.04107, 
epoch   8 summary: dyn_dyn_cos_loss: 0.01396, dyn_sta_cos_loss: 0.00398, total_cos_loss : 0.00897, vocab_cro_loss : 1.97856, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.86236, 
epoch  10 summary: dyn_dyn_cos_loss: 0.01142, dyn_sta_cos_loss: 0.00344, total_cos_loss : 0.00743, vocab_cro_loss : 1.81961, 
train loss: 1.7645, train acc: 0.5703
