Before CTE Training: train eu loss: 1.057024359703064, eval eu loss: 1.492782711982727
Before CTE Training: train eu acc: 0.66552734375, eval eu acc: 0.560546875
epoch   0 summary: dyn_dyn_cos_loss: 0.02364, dyn_sta_cos_loss: 0.00712, total_cos_loss : 0.01208, vocab_cro_loss : 4.48647, 
train loss: 3.6663, train acc: 0.2090
epoch   1 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 3.66599, 
epoch   2 summary: dyn_dyn_cos_loss: 0.02261, dyn_sta_cos_loss: 0.00641, total_cos_loss : 0.01127, vocab_cro_loss : 3.56664, 
epoch   3 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.82580, 
epoch   4 summary: dyn_dyn_cos_loss: 0.02073, dyn_sta_cos_loss: 0.00542, total_cos_loss : 0.01001, vocab_cro_loss : 2.76209, 
epoch   5 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.35547, 
epoch   6 summary: dyn_dyn_cos_loss: 0.01789, dyn_sta_cos_loss: 0.00451, total_cos_loss : 0.00852, vocab_cro_loss : 2.32732, 
epoch   7 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 2.10829, 
epoch   8 summary: dyn_dyn_cos_loss: 0.01479, dyn_sta_cos_loss: 0.00383, total_cos_loss : 0.00712, vocab_cro_loss : 2.07738, 
epoch   9 summary: dyn_dyn_cos_loss: 0.00000, dyn_sta_cos_loss: 0.00000, total_cos_loss : 0.00000, vocab_cro_loss : 1.94226, 
epoch  10 summary: dyn_dyn_cos_loss: 0.01194, dyn_sta_cos_loss: 0.00332, total_cos_loss : 0.00591, vocab_cro_loss : 1.91363, 
train loss: 1.8397, train acc: 0.5342
